Application_ID,Age,Gender,Education,Employment_Type,Income_Group,Credit_Group,Existing_Loan,Loan_Amount_Group,Loan_Status
LN0731,49,Male,Graduate,Business,Medium,Good,No,Small,Approved
LN0732,52,Male,Graduate,Salaried,Low,Good,No,Small,Approved
LN0733,39,Female,Graduate,Salaried,High,Good,Yes,Large,Rejected
LN0734,41,Female,Not Graduate,Salaried,Low,Good,No,Large,Rejected
LN0735,25,Male,Not Graduate,Other,Medium,Fair,No,Small,Rejected
LN0736,38,Male,Not Graduate,Salaried,Medium,Excellent,No,Large,Rejected
LN0737,48,Female,Not Graduate,Business,Medium,Fair,No,Medium,Approved
LN0738,42,Male,Not Graduate,Business,Medium,Poor,Yes,Medium,Rejected
LN0739,41,Female,Graduate,Salaried,Low,Good,No,Medium,Rejected
LN0740,26,Male,Graduate,Other,Medium,Good,No,Large,Approved
LN0741,21,Male,Not Graduate,Salaried,Medium,Fair,No,Medium,Rejected
LN0742,25,Female,Graduate,Salaried,Medium,Good,No,Small,Rejected
LN0743,32,Male,Not Graduate,Business,High,Fair,Yes,Large,Rejected
LN0744,46,Male,Graduate,Business,Low,Fair,No,Medium,Approved
LN0745,54,Male,Graduate,Self-Employed,Low,Excellent,No,Small,Rejected
LN0746,34,Male,Graduate,Salaried,Low,Poor,Yes,Medium,Rejected
LN0747,46,Female,Graduate,Salaried,Low,Fair,No,Medium,Approved
LN0748,47,Male,Graduate,Business,Medium,Good,Yes,Large,Approved
LN0749,29,Male,Not Graduate,Salaried,Medium,Excellent,Yes,Medium,Approved
LN0750,46,Female,Graduate,Salaried,Medium,Good,Yes,Small,Rejected
LN0751,42,Female,Graduate,Salaried,High,Good,Yes,Medium,Approved
LN0752,50,Male,Not Graduate,Salaried,High,Good,No,Medium,Approved
LN0753,37,Male,Not Graduate,Business,High,Excellent,Yes,Small,Approved
LN0754,46,Female,Graduate,Salaried,Low,Excellent,Yes,Medium,Approved
LN0755,56,Female,Not Graduate,Other,Medium,Fair,No,Large,Rejected
LN0756,21,Male,Graduate,Salaried,Low,Fair,No,Small,Approved
LN0757,28,Male,Graduate,Business,Low,Good,No,Medium,Rejected
LN0758,55,Male,Graduate,Salaried,Medium,Good,No,Small,Approved
LN0759,35,Female,Not Graduate,Salaried,Low,Good,No,Small,Rejected
LN0760,42,Female,Graduate,Salaried,Low,Good,Yes,Medium,Approved
LN0761,34,Female,Graduate,Salaried,Low,Excellent,No,Small,Approved
LN0762,46,Female,Not Graduate,Self-Employed,Low,Poor,Yes,Large,Rejected
LN0763,48,Female,Graduate,Other,High,Fair,No,Small,Approved
LN0764,43,Male,Graduate,Self-Employed,Low,Fair,Yes,Medium,Approved
LN0765,34,Male,Graduate,Salaried,Low,Fair,No,Small,Rejected
LN0766,44,Male,Graduate,Salaried,Medium,Poor,No,Large,Rejected
LN0767,22,Male,Graduate,Salaried,Medium,Poor,No,Medium,Approved
LN0768,46,Female,Graduate,Self-Employed,High,Good,Yes,Medium,Approved
LN0769,34,Male,Not Graduate,Business,Low,Excellent,No,Small,Approved
LN0770,27,Male,Graduate,Other,Medium,Good,No,Medium,Rejected
LN0771,23,Male,Graduate,Salaried,Medium,Good,No,Small,Approved
LN0772,43,Male,Graduate,Self-Employed,High,Fair,Yes,Large,Rejected
LN0773,38,Male,Graduate,Salaried,Medium,Good,No,Medium,Rejected
LN0774,58,Male,Graduate,Self-Employed,High,Good,No,Medium,Approved
LN0775,55,Female,Not Graduate,Self-Employed,Low,Good,No,Medium,Approved
LN0776,35,Male,Graduate,Business,Medium,Fair,No,Medium,Approved
LN0777,45,Female,Not Graduate,Self-Employed,Medium,Poor,No,Medium,Rejected
LN0778,57,Male,Not Graduate,Salaried,High,Poor,No,Medium,Approved
LN0779,48,Male,Graduate,Business,Low,Good,No,Medium,Approved
LN0780,30,Male,Not Graduate,Salaried,Low,Good,No,Medium,Rejected
LN0781,59,Male,Graduate,Business,Low,Excellent,Yes,Medium,Approved
LN0782,37,Female,Graduate,Salaried,Low,Good,No,Small,Rejected
LN0783,59,Male,Graduate,Self-Employed,Low,Good,Yes,Large,Rejected
LN0784,42,Male,Graduate,Other,High,Excellent,Yes,Medium,Approved
LN0785,46,Female,Graduate,Business,Medium,Fair,No,Medium,Approved
LN0786,45,Male,Graduate,Business,Medium,Fair,Yes,Large,Approved
LN0787,37,Male,Graduate,Self-Employed,Medium,Excellent,No,Small,Rejected
LN0788,33,Female,Graduate,Business,Medium,Fair,No,Large,Rejected
LN0789,40,Male,Graduate,Self-Employed,Low,Excellent,No,Large,Rejected
LN0790,45,Male,Not Graduate,Business,Low,Excellent,No,Large,Approved
LN0791,24,Female,Not Graduate,Salaried,Low,Good,No,Large,Rejected
LN0792,30,Female,Graduate,Other,Medium,Good,Yes,Medium,Approved
LN0793,23,Male,Graduate,Other,Medium,Good,No,Small,Approved
LN0794,38,Female,Not Graduate,Business,Low,Good,No,Medium,Approved
LN0795,56,Male,Not Graduate,Salaried,Medium,Fair,No,Small,Approved
LN0796,42,Male,Not Graduate,Salaried,High,Poor,No,Small,Rejected
LN0797,54,Male,Graduate,Business,High,Fair,No,Medium,Rejected
LN0798,28,Male,Graduate,Salaried,High,Good,Yes,Small,Rejected
LN0799,60,Male,Graduate,Business,Medium,Poor,No,Large,Rejected
LN0800,39,Male,Graduate,Self-Employed,Low,Poor,No,Large,Rejected
LN0801,57,Female,Not Graduate,Salaried,Medium,Poor,Yes,Large,Rejected
LN0802,26,Female,Not Graduate,Other,Low,Good,No,Medium,Approved
LN0803,46,Male,Graduate,Self-Employed,Medium,Excellent,No,Large,Approved
LN0804,54,Female,Not Graduate,Self-Employed,Medium,Excellent,No,Large,Approved
LN0805,26,Male,Graduate,Self-Employed,Low,Good,Yes,Medium,Approved
LN0806,57,Male,Graduate,Salaried,Medium,Excellent,Yes,Small,Approved
LN0807,53,Female,Graduate,Business,High,Good,No,Large,Approved
LN0808,42,Male,Not Graduate,Salaried,Low,Good,Yes,Large,Rejected
LN0809,41,Male,Graduate,Other,High,Good,No,Medium,Rejected
LN0810,26,Male,Not Graduate,Business,Low,Poor,No,Small,Rejected
LN0811,26,Male,Not Graduate,Salaried,Medium,Excellent,No,Medium,Rejected
LN0812,24,Male,Graduate,Business,Medium,Fair,No,Small,Rejected
LN0813,50,Male,Graduate,Self-Employed,Medium,Fair,No,Large,Rejected
LN0814,31,Female,Not Graduate,Salaried,High,Good,Yes,Large,Rejected
LN0815,50,Male,Graduate,Other,High,Fair,Yes,Small,Approved
LN0816,51,Male,Not Graduate,Salaried,Medium,Fair,No,Medium,Rejected
LN0817,44,Male,Not Graduate,Salaried,Low,Good,No,Small,Rejected
LN0818,29,Male,Graduate,Self-Employed,High,Poor,No,Medium,Rejected
LN0819,23,Female,Graduate,Self-Employed,Low,Good,No,Small,Rejected
LN0820,51,Female,Not Graduate,Self-Employed,High,Good,No,Medium,Rejected
LN0821,60,Female,Graduate,Business,Low,Good,Yes,Medium,Rejected
LN0822,57,Male,Graduate,Self-Employed,Low,Good,Yes,Small,Approved
LN0823,56,Male,Graduate,Self-Employed,Medium,Good,Yes,Medium,Approved
LN0824,44,Male,Graduate,Salaried,Low,Good,No,Small,Approved
LN0825,51,Female,Not Graduate,Salaried,Low,Good,No,Medium,Approved
LN0826,26,Male,Not Graduate,Salaried,Low,Good,No,Small,Approved
LN0827,22,Male,Graduate,Salaried,Low,Good,No,Medium,Rejected
LN0828,40,Female,Graduate,Self-Employed,Low,Excellent,No,Large,Rejected
LN0829,48,Male,Graduate,Salaried,Low,Fair,No,Large,Rejected
LN0830,31,Male,Not Graduate,Salaried,Medium,Fair,Yes,Large,Rejected
LN0831,24,Male,Graduate,Salaried,Low,Excellent,No,Large,Rejected
LN0832,35,Female,Graduate,Other,Medium,Fair,No,Small,Rejected
LN0833,26,Male,Graduate,Other,Low,Poor,Yes,Small,Rejected
LN0834,50,Female,Graduate,Self-Employed,High,Good,No,Medium,Rejected
LN0835,58,Female,Not Graduate,Other,High,Poor,No,Large,Rejected
LN0836,22,Male,Graduate,Business,Low,Fair,Yes,Large,Rejected
LN0837,35,Female,Graduate,Self-Employed,Medium,Excellent,No,Small,Approved
LN0838,31,Male,Graduate,Salaried,High,Good,No,Medium,Approved
LN0839,28,Male,Not Graduate,Business,High,Fair,Yes,Small,Rejected
LN0840,46,Female,Graduate,Business,Medium,Excellent,No,Medium,Approved
LN0841,25,Female,Graduate,Self-Employed,Low,Excellent,Yes,Medium,Approved
LN0842,26,Male,Graduate,Business,Medium,Fair,No,Small,Rejected
LN0843,46,Male,Not Graduate,Self-Employed,Medium,Fair,Yes,Medium,Rejected
LN0844,24,Male,Graduate,Business,Medium,Good,No,Medium,Approved
LN0845,39,Male,Graduate,Other,Low,Good,No,Medium,Rejected
LN0846,40,Male,Graduate,Salaried,High,Good,Yes,Small,Rejected
LN0847,53,Male,Not Graduate,Business,High,Excellent,No,Large,Rejected
LN0848,40,Male,Graduate,Salaried,Low,Good,No,Medium,Approved
LN0849,32,Male,Not Graduate,Self-Employed,Low,Fair,No,Large,Approved
LN0850,21,Male,Graduate,Business,Low,Good,No,Large,Rejected
LN0851,46,Male,Graduate,Salaried,High,Fair,No,Small,Approved
LN0852,34,Male,Graduate,Self-Employed,Medium,Good,Yes,Small,Rejected
LN0853,58,Female,Not Graduate,Salaried,Medium,Good,Yes,Medium,Approved
LN0854,57,Male,Graduate,Self-Employed,Medium,Poor,No,Small,Rejected
LN0855,31,Female,Not Graduate,Salaried,Medium,Good,No,Large,Approved
LN0856,56,Female,Not Graduate,Business,Low,Fair,No,Medium,Rejected
LN0857,33,Male,Graduate,Salaried,Medium,Fair,No,Large,Approved
LN0858,23,Female,Not Graduate,Self-Employed,Medium,Good,No,Small,Rejected
LN0859,53,Male,Not Graduate,Salaried,High,Fair,No,Small,Rejected
LN0860,26,Male,Graduate,Business,High,Good,Yes,Medium,Rejected
LN0861,30,Male,Graduate,Other,High,Poor,Yes,Small,Approved
LN0862,25,Male,Not Graduate,Other,Medium,Good,No,Medium,Approved
LN0863,43,Male,Graduate,Business,Medium,Good,No,Large,Rejected
LN0864,30,Male,Not Graduate,Business,Medium,Good,No,Medium,Approved
LN0865,22,Female,Not Graduate,Salaried,High,Good,Yes,Medium,Approved
LN0866,33,Female,Graduate,Salaried,Low,Excellent,No,Small,Approved
LN0867,60,Male,Not Graduate,Salaried,Low,Fair,No,Small,Rejected
LN0868,22,Female,Graduate,Business,Low,Poor,Yes,Large,Rejected
LN0869,40,Male,Graduate,Other,Medium,Fair,No,Large,Approved
LN0870,21,Male,Graduate,Salaried,Low,Poor,No,Medium,Approved
LN0871,57,Female,Graduate,Other,Low,Excellent,No,Large,Rejected
LN0872,29,Male,Graduate,Business,Low,Fair,No,Medium,Rejected
LN0873,37,Male,Not Graduate,Self-Employed,Low,Good,No,Small,Approved
LN0874,29,Male,Not Graduate,Salaried,High,Good,Yes,Small,Approved
LN0875,31,Male,Graduate,Salaried,Low,Fair,Yes,Large,Rejected
LN0876,35,Female,Graduate,Self-Employed,Medium,Good,No,Small,Rejected
LN0877,44,Male,Not Graduate,Self-Employed,Medium,Poor,No,Medium,Rejected
LN0878,58,Female,Graduate,Salaried,High,Good,Yes,Medium,Rejected
LN0879,55,Male,Not Graduate,Self-Employed,Low,Poor,No,Medium,Rejected
LN0880,50,Male,Not Graduate,Business,High,Excellent,No,Medium,Approved
LN0881,51,Male,Not Graduate,Business,Medium,Excellent,No,Small,Approved
LN0882,25,Male,Not Graduate,Other,High,Fair,Yes,Small,Rejected
LN0883,34,Male,Graduate,Salaried,High,Fair,No,Medium,Approved
LN0884,31,Female,Not Graduate,Salaried,Low,Good,Yes,Medium,Rejected
LN0885,29,Female,Graduate,Business,Low,Fair,No,Medium,Rejected
LN0886,54,Male,Not Graduate,Salaried,Low,Excellent,No,Medium,Approved
LN0887,32,Female,Graduate,Salaried,Medium,Good,No,Small,Rejected
LN0888,55,Female,Not Graduate,Salaried,Low,Fair,Yes,Large,Approved
LN0889,55,Female,Not Graduate,Salaried,Low,Good,Yes,Medium,Approved
LN0890,21,Male,Graduate,Salaried,Medium,Good,No,Small,Approved
LN0891,60,Male,Graduate,Salaried,Low,Excellent,No,Medium,Approved
LN0892,42,Male,Not Graduate,Salaried,Low,Excellent,No,Large,Approved
LN0893,49,Male,Graduate,Salaried,Medium,Fair,No,Large,Rejected
LN0894,28,Male,Graduate,Self-Employed,Low,Poor,No,Small,Rejected
LN0895,31,Female,Graduate,Self-Employed,Medium,Excellent,Yes,Medium,Approved
LN0896,57,Male,Graduate,Self-Employed,Medium,Excellent,Yes,Small,Approved
LN0897,34,Male,Not Graduate,Salaried,Medium,Poor,Yes,Small,Rejected
LN0898,50,Female,Graduate,Salaried,High,Good,Yes,Medium,Rejected
LN0899,55,Female,Graduate,Self-Employed,Medium,Good,No,Medium,Rejected
LN0900,41,Male,Graduate,Self-Employed,Medium,Fair,No,Medium,Rejected
LN0901,57,Female,Graduate,Self-Employed,Medium,Excellent,No,Small,Rejected
LN0902,25,Male,Graduate,Salaried,High,Fair,Yes,Small,Rejected
LN0903,39,Male,Graduate,Other,High,Excellent,Yes,Medium,Rejected
LN0904,34,Male,Graduate,Salaried,High,Fair,Yes,Small,Approved
LN0905,46,Male,Graduate,Salaried,Medium,Good,Yes,Small,Rejected
LN0906,24,Male,Not Graduate,Self-Employed,Low,Fair,No,Small,Rejected
LN0907,45,Male,Graduate,Self-Employed,Low,Good,No,Medium,Rejected
LN0908,45,Male,Graduate,Salaried,Low,Good,Yes,Small,Rejected
LN0909,38,Male,Graduate,Salaried,High,Fair,Yes,Medium,Rejected
LN0910,60,Male,Graduate,Business,Medium,Good,Yes,Small,Rejected
LN0911,28,Female,Graduate,Salaried,Medium,Good,Yes,Small,Approved
LN0912,59,Male,Graduate,Salaried,Low,Poor,No,Medium,Approved
LN0913,60,Male,Not Graduate,Salaried,High,Good,Yes,Small,Approved
LN0914,34,Male,Graduate,Business,Low,Fair,No,Medium,Rejected
LN0915,52,Male,Graduate,Salaried,Low,Good,No,Small,Rejected
LN0916,58,Male,Not Graduate,Other,Medium,Good,No,Medium,Rejected
LN0917,53,Female,Graduate,Self-Employed,Medium,Good,No,Small,Rejected
LN0918,43,Male,Graduate,Other,Medium,Poor,No,Small,Rejected
LN0919,35,Male,Graduate,Other,High,Fair,Yes,Medium,Rejected
LN0920,53,Female,Graduate,Salaried,Low,Good,No,Large,Rejected
LN0921,45,Male,Not Graduate,Salaried,Medium,Good,No,Small,Approved
LN0922,37,Female,Not Graduate,Salaried,Medium,Good,Yes,Medium,Rejected
LN0923,53,Male,Not Graduate,Salaried,Low,Good,No,Medium,Approved
LN0924,22,Male,Graduate,Business,High,Poor,No,Medium,Rejected
LN0925,34,Male,Graduate,Salaried,Medium,Fair,No,Large,Rejected
LN0926,60,Male,Graduate,Salaried,Medium,Fair,Yes,Small,Approved
LN0927,60,Female,Graduate,Salaried,High,Poor,Yes,Large,Rejected
LN0928,59,Female,Graduate,Other,Medium,Fair,No,Medium,Rejected
LN0929,26,Female,Not Graduate,Salaried,Low,Fair,Yes,Small,Rejected
LN0930,26,Female,Graduate,Salaried,Medium,Fair,No,Large,Approved
LN0931,23,Male,Graduate,Salaried,Low,Poor,No,Medium,Rejected
LN0932,27,Female,Graduate,Other,Low,Poor,Yes,Medium,Rejected
LN0933,28,Male,Graduate,Self-Employed,Low,Poor,No,Medium,Approved
LN0934,35,Male,Graduate,Salaried,Medium,Fair,No,Medium,Approved
LN0935,49,Male,Not Graduate,Salaried,Medium,Fair,Yes,Small,Approved
LN0936,53,Male,Graduate,Salaried,Low,Good,No,Medium,Approved
LN0937,50,Male,Not Graduate,Salaried,Medium,Poor,No,Small,Approved
LN0938,59,Female,Graduate,Other,High,Fair,No,Large,Approved
LN0939,47,Male,Not Graduate,Business,Low,Fair,No,Large,Rejected
LN0940,56,Male,Not Graduate,Salaried,Low,Fair,No,Medium,Approved
LN0941,49,Male,Graduate,Business,Medium,Poor,No,Medium,Rejected
LN0942,58,Female,Graduate,Salaried,Low,Good,No,Small,Rejected
LN0943,53,Male,Not Graduate,Business,Medium,Good,No,Small,Approved
LN0944,57,Female,Graduate,Business,Low,Fair,No,Large,Rejected
LN0945,47,Male,Not Graduate,Salaried,Medium,Poor,No,Small,Rejected
LN0946,53,Male,Graduate,Business,Medium,Excellent,Yes,Medium,Rejected
LN0947,24,Male,Graduate,Salaried,Medium,Fair,No,Large,Approved
LN0948,42,Female,Not Graduate,Salaried,High,Fair,No,Large,Rejected
LN0949,22,Female,Not Graduate,Salaried,High,Excellent,Yes,Medium,Rejected
LN0950,30,Male,Graduate,Salaried,Medium,Good,No,Medium,Approved
LN0951,25,Male,Not Graduate,Business,Medium,Fair,Yes,Medium,Approved
LN0952,30,Male,Graduate,Other,Low,Good,Yes,Large,Rejected
LN0953,53,Male,Graduate,Self-Employed,Medium,Fair,No,Medium,Rejected
LN0954,58,Male,Not Graduate,Business,Low,Poor,No,Medium,Rejected
LN0955,33,Female,Not Graduate,Business,High,Good,Yes,Small,Rejected
LN0956,51,Male,Not Graduate,Salaried,Low,Poor,No,Small,Approved
LN0957,56,Male,Graduate,Self-Employed,Medium,Fair,No,Medium,Rejected
LN0958,44,Male,Graduate,Salaried,Low,Excellent,Yes,Large,Approved
LN0959,35,Male,Graduate,Business,Medium,Excellent,No,Large,Approved
LN0960,49,Female,Graduate,Other,High,Fair,No,Large,Rejected
LN0961,28,Male,Graduate,Salaried,Medium,Good,No,Medium,Approved
LN0962,25,Female,Not Graduate,Business,High,Good,No,Medium,Approved
LN0963,49,Female,Graduate,Self-Employed,Low,Excellent,No,Large,Approved
LN0964,24,Male,Not Graduate,Self-Employed,Medium,Fair,Yes,Medium,Rejected
LN0965,32,Female,Not Graduate,Salaried,High,Poor,Yes,Small,Rejected
LN0966,22,Male,Graduate,Salaried,Low,Fair,No,Medium,Rejected
LN0967,47,Female,Not Graduate,Salaried,High,Fair,No,Large,Rejected
LN0968,51,Male,Not Graduate,Salaried,Low,Fair,Yes,Small,Approved
LN0969,56,Male,Graduate,Salaried,Low,Good,No,Large,Rejected
LN0970,56,Female,Graduate,Self-Employed,High,Good,No,Small,Approved
LN0971,46,Female,Graduate,Salaried,Low,Fair,Yes,Medium,Rejected
LN0972,47,Female,Graduate,Business,High,Good,Yes,Medium,Approved
LN0973,25,Male,Not Graduate,Self-Employed,High,Poor,Yes,Medium,Rejected
LN0974,40,Male,Graduate,Business,Low,Excellent,No,Medium,Rejected
LN0975,31,Female,Not Graduate,Salaried,Medium,Excellent,Yes,Large,Approved
LN0976,30,Male,Graduate,Self-Employed,Low,Excellent,No,Medium,Rejected
LN0977,60,Female,Graduate,Other,Medium,Excellent,No,Small,Approved
LN0978,58,Female,Not Graduate,Salaried,Low,Fair,No,Medium,Approved
LN0979,26,Male,Graduate,Salaried,Low,Poor,Yes,Small,Rejected
LN0980,28,Male,Graduate,Business,Medium,Good,No,Small,Approved
LN0981,43,Male,Graduate,Salaried,Medium,Excellent,No,Medium,Approved
LN0982,46,Male,Graduate,Salaried,High,Fair,No,Large,Approved
LN0983,32,Female,Graduate,Salaried,High,Poor,No,Medium,Approved
LN0984,46,Male,Graduate,Salaried,Medium,Good,No,Medium,Approved
LN0985,33,Female,Graduate,Self-Employed,Medium,Poor,No,Medium,Rejected
LN0986,60,Male,Not Graduate,Salaried,High,Fair,Yes,Small,Rejected
LN0987,38,Female,Graduate,Business,Low,Good,Yes,Large,Rejected
LN0988,45,Male,Graduate,Business,Medium,Fair,Yes,Medium,Rejected
LN0989,53,Male,Graduate,Business,High,Poor,No,Large,Rejected
LN0990,60,Male,Not Graduate,Self-Employed,Low,Good,Yes,Small,Approved
LN0991,32,Female,Graduate,Business,Medium,Good,Yes,Small,Approved
LN0992,56,Female,Graduate,Salaried,High,Excellent,No,Large,Approved
LN0993,24,Female,Graduate,Business,High,Fair,Yes,Medium,Rejected
LN0994,25,Male,Graduate,Business,Medium,Poor,Yes,Small,Approved
LN0995,57,Male,Not Graduate,Business,Low,Good,Yes,Small,Rejected
LN0996,28,Male,Not Graduate,Self-Employed,Low,Good,No,Large,Rejected
LN0997,48,Male,Graduate,Salaried,Low,Fair,No,Medium,Approved
LN0998,51,Male,Not Graduate,Salaried,Medium,Good,No,Medium,Approved
LN0999,29,Female,Graduate,Business,Low,Fair,No,Small,Rejected
LN1000,49,Female,Not Graduate,Salaried,High,Fair,No,Medium,Rejected
