Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,State,Category,Sub_Category,Product,Quantity,Unit_Price,Sales,Discount,Profit,Shipping_Mode,Payment_Mode,Customer_Rating,Delivery_Days,Returned
ORD101573,2023-03-04,CUST01529,Consumer,South,Andhra Pradesh,Technology,Laptops,Business Laptop,4,851.05,2465.11,0.317,94.88,Standard,COD,4.4,4,No
ORD102447,2025-08-26,CUST01289,Corporate,West,Goa,Furniture,Bookcases,Wooden Bookcase,2,253.73,373.39,0.264,29.77,Standard,UPI,3.6,7,Yes
ORD102906,2023-03-06,CUST01006,Consumer,North,Delhi,Office Supplies,Stationery,Labels,3,365.14,986.1,0.151,257.45,Standard,Net Banking,3.0,9,No
ORD100062,2025-10-02,CUST01123,Consumer,West,Goa,Technology,Laptops,Laptop Pro,6,616.22,2431.05,0.443,-21.98,Standard,UPI,2.9,7,No
ORD100850,2024-02-09,CUST01493,Small Business,West,Gujarat,Office Supplies,Paper,A4 Paper,7,147.15,945.3,0.082,213.22,Standard,Net Banking,4.4,3,No
ORD102918,2024-01-03,CUST01008,Consumer,East,West Bengal,Office Supplies,Storage,Filing Cabinet,3,137.96,374.83,0.094,133.08,Standard,Credit Card,3.4,8,No
ORD102907,2023-08-08,CUST01258,Consumer,South,Andhra Pradesh,Technology,Printers,Laser Printer,1,806.99,728.86,0.097,119.35,Standard,Credit Card,,6,No
ORD101692,2024-06-26,CUST01573,Corporate,West,Goa,Technology,Printers,Laser Printer,3,953.08,2411.91,0.156,321.69,Standard,UPI,3.0,5,No
ORD101044,2023-12-11,CUST01544,Consumer,East,Bihar,Office Supplies,Binders,Document Folder,1,149.43,167.21,0.052,50.92,Standard,COD,3.8,5,No
ORD102509,2025-04-02,CUST01151,Consumer,West,Goa,Office Supplies,Paper,Notebooks,4,131.77,527.24,0.056,204.09,Standard,Net Banking,3.9,3,No
ORD101966,2025-11-06,CUST01061,Consumer,West,Gujarat,Technology,Printers,Inkjet Printer,2,1029.02,1703.69,0.298,-59.92,Standard,COD,4.0,8,No
ORD102088,2024-09-16,CUST01417,Corporate,North,Haryana,Technology,Printers,Laser Printer,2,963.27,1671.86,0.132,252.81,Standard,COD,4.8,3,No
ORD101071,2025-05-14,CUST01106,Consumer,West,Maharashtra,Technology,Phones,Smartphone B,6,524.02,2560.78,0.232,364.84,Express,COD,3.7,3,No
ORD100054,2024-05-31,CUST01502,Corporate,North,Haryana,Office Supplies,Paper,Notebooks,1,222.0,195.06,0.171,43.01,Standard,UPI,,4,No
ORD100259,2024-05-07,CUST01004,Consumer,East,Bihar,Furniture,Bookcases,Metal Bookcase,3,335.95,825.4,0.227,70.17,Standard,,3.6,5,No
ORD100506,2024-06-19,CUST01287,Corporate,East,Jharkhand,Office Supplies,Storage,Filing Cabinet,1,139.54,112.22,0.196,31.49,Standard,UPI,3.8,7,No
ORD100753,2023-01-09,CUST01490,Consumer,North,Haryana,Office Supplies,Binders,Document Folder,2,461.31,778.37,0.156,227.41,Express,UPI,4.4,3,No
ORD102009,2023-05-27,CUST01283,Consumer,West,Gujarat,Office Supplies,Stationery,Stapler,6,486.46,2911.9,0.059,482.08,Same Day,Net Banking,4.6,1,No
ORD100218,2025-01-24,CUST01576,Consumer,East,Odisha,Technology,Printers,Inkjet Printer,1,863.66,683.75,0.208,70.91,Standard,UPI,3.5,7,No
ORD102511,2024-09-24,CUST01418,Consumer,North,Uttar Pradesh,Furniture,Furnishings,Whiteboard,3,690.73,1409.5,0.32,67.38,Express,Net Banking,4.8,2,No
ORD101545,2023-01-27,CUST01093,Small Business,West,Rajasthan,Office Supplies,Paper,A4 Paper,2,254.44,388.54,0.236,59.57,Standard,Credit Card,3.8,7,No
ORD102354,2024-08-18,CUST01547,Corporate,West,Rajasthan,Furniture,Tables,Work Desk,3,368.42,913.95,0.173,155.93,Standard,COD,4.1,6,No
ORD102286,2025-12-07,CUST01350,Corporate,South,Tamil Nadu,Office Supplies,Storage,Organizer,8,218.37,1620.94,,185.68,Same Day,UPI,5.0,1,No
ORD101390,2025-04-07,CUST01133,Consumer,West,Maharashtra,Office Supplies,Stationery,Stapler,2,174.17,348.18,0.057,84.28,Standard,Credit Card,3.7,5,No
ORD102516,2025-08-16,CUST01214,Corporate,North,Haryana,Technology,Phones,Smartphone B,1,163.8,151.2,0.077,23.97,Standard,Credit Card,4.0,4,No
ORD101267,2025-10-30,CUST01436,Small Business,South,Tamil Nadu,Technology,Phones,Smartphone B,2,413.78,760.64,0.221,102.17,Standard,Credit Card,4.2,6,No
ORD102479,2025-12-26,CUST01446,Consumer,North,Punjab,Furniture,Furnishings,Curtains,2,438.11,946.0,0.085,235.94,Standard,COD,4.5,4,No
ORD101739,2025-05-17,CUST01129,Consumer,South,Andhra Pradesh,Furniture,Tables,Study Table,8,569.9,4439.79,0.081,957.73,Standard,UPI,3.1,8,No
ORD100772,2023-03-16,CUST01195,Consumer,South,Telangana,Technology,Phones,Smartphone C,9,865.87,7711.09,0.066,1181.74,Express,Credit Card,3.8,3,No
ORD102817,2025-05-15,CUST01530,Consumer,West,Rajasthan,Technology,Printers,Inkjet Printer,5,545.21,2345.36,0.188,139.06,Standard,UPI,2.7,8,No
ORD101785,2025-02-05,CUST01180,Corporate,West,Goa,Furniture,Tables,Work Desk,3,468.65,1267.78,0.098,93.42,Standard,Credit Card,4.4,3,No
ORD102700,2023-05-24,CUST01277,Corporate,South,Telangana,Technology,Printers,Inkjet Printer,9,1482.21,12031.6,0.149,1344.07,Standard,COD,3.0,7,No
ORD101086,2025-05-15,CUST01197,Small Business,North,Haryana,Furniture,Bookcases,Metal Bookcase,2,503.68,821.06,0.231,56.33,Standard,Credit Card,4.5,4,No
ORD101747,2023-08-12,CUST01571,Small Business,West,Gujarat,Technology,Printers,Inkjet Printer,3,1085.28,2799.4,0.14,265.35,Standard,COD,3.9,8,No
ORD101560,2024-02-21,CUST01458,Small Business,East,West Bengal,Office Supplies,Stationery,Labels,4,70.37,253.74,0.098,63.58,Express,Net Banking,4.0,4,Yes
ORD101326,2024-05-10,CUST01407,Consumer,West,Rajasthan,Furniture,Furnishings,Curtains,1,795.77,655.75,0.223,48.47,Express,COD,4.2,2,No
ORD102132,2025-04-04,CUST01521,Consumer,North,Haryana,Furniture,Chairs,Ergonomic Chair,3,255.16,568.07,0.3,46.2,Standard,UPI,3.5,7,No
ORD101583,2024-08-06,CUST01345,Consumer,South,Karnataka,Furniture,Tables,Conference Table,4,537.14,1404.42,0.346,-8.47,Express,Credit Card,4.5,1,No
ORD101742,2025-12-11,CUST01086,Consumer,South,Andhra Pradesh,Technology,Laptops,Business Laptop,5,606.76,3505.89,0.021,681.61,Standard,UPI,4.3,5,No
ORD102137,2023-12-07,CUST01258,Consumer,East,West Bengal,Technology,Accessories,Headset,5,879.87,4011.45,0.227,133.64,Standard,Credit Card,3.6,6,No
ORD101910,2024-08-31,CUST01442,Consumer,East,Bihar,Furniture,Bookcases,Metal Bookcase,4,594.87,2124.5,0.107,425.03,Standard,UPI,4.3,8,No
ORD102802,2025-08-16,CUST01189,Consumer,West,Maharashtra,Technology,Phones,Smartphone B,2,695.84,1319.19,0.052,300.47,Standard,Credit Card,3.8,3,No
ORD101768,2025-07-30,CUST01502,Consumer,West,Rajasthan,Furniture,Tables,Study Table,1,521.92,431.83,0.173,52.16,Same Day,UPI,4.8,1,No
ORD101743,2024-08-06,CUST01424,Consumer,North,Haryana,Technology,Phones,Smartphone C,8,1003.17,6320.82,0.212,329.33,Standard,Credit Card,4.4,5,No
ORD101164,2024-02-26,CUST01389,Small Business,West,Maharashtra,Technology,Laptops,Laptop Pro,2,1321.4,1974.14,0.253,97.1,Standard,UPI,3.3,6,No
ORD100964,2024-07-27,CUST01587,Small Business,North,,Technology,Laptops,Business Laptop,3,552.75,1447.98,0.127,251.96,Standard,UPI,3.9,6,No
ORD102917,2023-03-31,CUST01534,Corporate,South,Telangana,Office Supplies,Paper,A4 Paper,1,126.1,113.49,0.151,29.99,Standard,Credit Card,3.6,7,No
ORD102010,2023-11-24,CUST01250,Corporate,South,Tamil Nadu,Office Supplies,Storage,Organizer,2,99.09,170.0,0.273,19.03,Standard,Credit Card,3.4,6,No
ORD100399,2024-07-23,CUST01035,Small Business,North,Uttar Pradesh,Technology,Laptops,Laptop Pro,3,454.64,1166.31,0.145,148.64,Standard,COD,4.5,4,No
ORD100585,2024-08-02,CUST01288,Corporate,West,Rajasthan,Technology,Phones,Smartphone C,2,408.93,649.42,0.206,75.32,Same Day,Net Banking,4.3,1,No
ORD100949,2024-06-20,CUST01459,Consumer,South,Karnataka,Technology,Accessories,Keyboard,3,517.81,1528.44,0.016,271.75,Standard,COD,3.5,6,No
ORD100705,2023-12-13,CUST01459,Consumer,West,Goa,Furniture,Bookcases,Metal Bookcase,1,435.07,430.91,,50.58,Standard,Net Banking,3.3,7,No
ORD100432,2023-12-14,CUST01215,Consumer,North,Punjab,Office Supplies,Stationery,Markers,4,117.59,548.96,0.011,145.26,Standard,Credit Card,3.3,7,No
ORD100293,2023-08-08,CUST01451,Corporate,North,Haryana,Office Supplies,Binders,Document Folder,1,161.27,107.17,0.335,8.15,Standard,Credit Card,3.2,7,No
ORD100146,2024-03-23,CUST01187,Small Business,East,Odisha,Technology,Phones,Smartphone A,1,614.5,559.41,0.141,61.79,Standard,UPI,3.7,5,No
ORD100324,2025-09-13,CUST01363,Corporate,East,Bihar,Office Supplies,Binders,Ring Binder,4,389.5,1048.0,0.327,185.12,Standard,Credit Card,3.9,7,No
ORD102121,2024-04-08,CUST01585,Small Business,South,Tamil Nadu,Technology,Laptops,Laptop Air,7,2232.82,12339.68,0.255,957.93,Standard,Credit Card,4.8,5,Yes
ORD101166,2024-06-09,CUST01114,Consumer,East,West Bengal,Furniture,Bookcases,Wooden Bookcase,7,550.63,3412.79,0.115,667.61,Standard,UPI,2.8,8,No
ORD101453,2023-07-10,CUST01090,Small Business,North,Haryana,Office Supplies,Storage,Storage Box,1,241.36,207.94,0.138,62.29,Standard,UPI,3.5,8,No
ORD100003,2024-10-11,CUST01482,Corporate,East,West Bengal,Furniture,Chairs,Office Chair,2,583.08,1075.85,0.218,43.61,Express,UPI,4.1,2,No
ORD100577,2024-06-03,CUST01313,Corporate,North,Punjab,Office Supplies,Storage,Storage Box,4,202.23,756.76,0.064,182.86,Same Day,COD,4.7,1,No
ORD102313,2025-01-31,CUST01487,Consumer,South,Tamil Nadu,Technology,Laptops,Business Laptop,4,576.38,1535.71,0.334,51.97,Standard,Net Banking,2.8,7,No
ORD100340,2024-04-03,CUST01424,Corporate,South,Telangana,Technology,Printers,Laser Printer,2,478.86,763.28,0.248,25.89,Standard,UPI,4.0,3,No
ORD101810,2023-02-14,CUST01229,Small Business,South,Telangana,Furniture,Tables,Work Desk,3,818.8,2367.61,,481.23,Same Day,Credit Card,4.3,1,No
ORD101613,2025-05-01,CUST01251,Consumer,South,Tamil Nadu,Office Supplies,Binders,Ring Binder,1,77.54,80.75,0.018,16.42,Standard,COD,3.8,4,No
ORD100926,2023-08-30,CUST01096,Consumer,South,Telangana,Office Supplies,Storage,Filing Cabinet,2,210.43,363.29,0.137,60.33,Same Day,UPI,3.6,1,No
ORD100266,2023-09-08,CUST01422,Consumer,East,West Bengal,Furniture,Bookcases,Metal Bookcase,7,1138.72,7300.09,0.084,1490.13,Same Day,UPI,4.7,1,No
ORD100377,2025-07-17,CUST01214,Consumer,South,Telangana,Office Supplies,Storage,Organizer,2,248.33,326.35,0.343,71.94,Standard,UPI,3.5,8,No
ORD101892,2025-09-13,CUST01571,Consumer,North,Delhi,Technology,Accessories,USB Hub,10,1159.29,10255.41,0.115,1065.11,Standard,Credit Card,3.8,5,No
ORD101464,2024-09-15,CUST01201,Consumer,West,Goa,Office Supplies,Stationery,Stapler,4,215.55,852.49,0.011,184.88,Standard,Net Banking,3.4,6,No
ORD100272,2025-03-05,CUST01069,Corporate,North,Haryana,Technology,Laptops,Business Laptop,5,1376.31,5295.26,0.274,334.09,Standard,COD,4.0,7,No
ORD100697,2025-04-23,CUST01372,Consumer,West,Maharashtra,Furniture,Chairs,Visitor Chair,2,850.04,1597.49,0.114,222.95,Standard,COD,4.1,5,No
ORD102989,2025-05-23,CUST01054,Consumer,East,Odisha,Office Supplies,Paper,Notebooks,1,75.94,61.05,0.242,8.5,Standard,Net Banking,3.8,7,No
ORD100245,2024-08-05,CUST01349,Consumer,West,Gujarat,Technology,Laptops,Laptop Air,3,615.08,1582.72,0.142,231.29,Standard,Net Banking,3.4,6,No
ORD102828,2024-11-30,CUST01444,Consumer,West,Goa,Technology,Printers,Laser Printer,4,612.44,2339.28,0.191,220.85,Express,Credit Card,4.3,3,No
ORD100477,2025-03-26,CUST01461,Corporate,East,Bihar,Office Supplies,Paper,A4 Paper,5,192.94,875.03,0.144,201.07,Standard,COD,3.6,8,No
ORD102858,2023-07-10,CUST01422,Corporate,South,Karnataka,Furniture,Furnishings,Desk Lamp,2,293.54,516.53,0.12,66.49,Express,UPI,5.0,2,No
ORD102128,2025-10-08,CUST01383,Corporate,West,Gujarat,Technology,Phones,Smartphone B,3,1223.14,3476.03,0.197,625.98,Standard,Credit Card,4.0,6,No
ORD101877,2023-06-20,CUST01039,Corporate,South,Andhra Pradesh,Office Supplies,Paper,A4 Paper,6,112.13,597.32,0.112,122.94,Express,Credit Card,5.0,1,No
ORD101704,2023-01-20,CUST01143,Consumer,South,Karnataka,Technology,Laptops,Laptop Pro,2,304.28,445.92,0.267,19.05,Standard,Net Banking,3.9,7,Yes
ORD102798,2025-07-04,CUST01345,Small Business,East,Jharkhand,Office Supplies,Stationery,Stapler,3,225.58,586.62,0.133,111.5,Standard,UPI,3.0,7,No
ORD102969,2024-02-22,CUST01461,Consumer,North,Uttar Pradesh,Office Supplies,Storage,Organizer,4,270.36,978.86,0.095,149.36,Standard,UPI,4.3,4,No
ORD101954,2024-09-19,CUST01150,Corporate,North,Punjab,Technology,Phones,Smartphone B,4,544.71,1910.3,0.123,278.1,Standard,UPI,2.5,8,No
ORD101899,2024-11-25,CUST01450,Corporate,West,Gujarat,Office Supplies,Binders,Document Folder,8,285.58,1732.83,0.357,126.36,Same Day,UPI,4.9,1,No
ORD100251,2024-08-07,CUST01012,Consumer,South,Tamil Nadu,Office Supplies,Stationery,Markers,2,205.57,264.89,0.356,29.63,Standard,UPI,3.5,5,No
ORD100414,2023-10-21,CUST01406,Consumer,North,Haryana,Office Supplies,Paper,Notebooks,7,217.67,1320.22,0.266,179.34,Standard,Net Banking,3.8,8,No
ORD100546,2023-03-27,CUST01419,Corporate,West,Maharashtra,Technology,Laptops,Laptop Pro,4,606.18,2140.55,0.167,227.09,Standard,COD,4.3,3,No
ORD101194,2025-02-23,CUST01235,Small Business,North,Haryana,Office Supplies,Stationery,Labels,6,210.47,1112.81,0.119,223.68,Standard,Credit Card,,6,No
ORD100739,2025-08-19,CUST01411,Corporate,East,Odisha,Office Supplies,Stationery,Labels,3,289.87,769.27,0.115,161.49,Standard,UPI,4.2,4,No
ORD100311,2023-07-23,CUST01379,Corporate,North,,Technology,Phones,Smartphone C,1,617.79,491.1,0.205,23.37,Standard,Net Banking,3.9,4,No
ORD101717,2023-06-04,CUST01115,Consumer,East,West Bengal,Technology,Printers,Inkjet Printer,3,524.21,1088.61,0.308,-40.94,Standard,COD,4.0,4,No
ORD100894,2025-07-24,CUST01240,Corporate,South,Tamil Nadu,Office Supplies,Stationery,Stapler,3,135.22,338.99,0.164,73.11,Standard,Net Banking,4.4,4,No
ORD101132,2024-10-25,CUST01379,Consumer,East,,Furniture,Furnishings,Desk Lamp,6,1411.17,8672.06,0.132,923.87,Standard,Net Banking,2.9,7,No
ORD101450,2025-11-29,CUST01544,Consumer,South,Telangana,Technology,Printers,Inkjet Printer,3,454.04,1385.12,0.138,62.21,Express,Net Banking,3.8,2,No
ORD102922,2023-06-11,CUST01462,Small Business,South,Tamil Nadu,Technology,Laptops,Business Laptop,2,703.35,1345.1,0.044,229.08,Express,Net Banking,4.0,3,No
ORD100016,2023-10-31,CUST01353,Consumer,East,Jharkhand,Office Supplies,Stationery,Markers,4,122.9,432.52,0.254,77.21,Standard,UPI,3.8,7,No
ORD101981,2024-09-22,CUST01252,Consumer,South,Tamil Nadu,Furniture,Chairs,Office Chair,1,510.12,480.78,0.058,77.86,Express,Net Banking,4.6,3,No
ORD100722,2024-04-07,CUST01174,Corporate,South,Andhra Pradesh,Office Supplies,Binders,Document Folder,2,34.95,70.21,0.052,16.23,Standard,UPI,4.0,7,No
ORD101421,2025-10-24,CUST01038,Small Business,East,West Bengal,Technology,Laptops,Business Laptop,7,417.97,2784.49,0.193,381.66,Standard,UPI,4.5,4,No
ORD102648,2023-05-23,CUST01556,Corporate,West,,Office Supplies,Storage,Storage Box,2,117.99,182.33,0.271,27.55,Standard,Credit Card,3.7,3,No
ORD100982,2024-04-27,CUST01561,Small Business,South,Telangana,Office Supplies,Binders,File Folder,2,162.41,266.36,0.226,45.56,Standard,UPI,3.1,8,No
ORD101903,2025-05-22,CUST01093,Consumer,North,Delhi,Technology,Accessories,Headset,7,219.31,1397.48,0.141,118.23,Express,Credit Card,4.8,1,No
ORD101540,2023-05-03,CUST01005,Small Business,East,Bihar,Furniture,Bookcases,Wooden Bookcase,4,401.77,1352.84,0.206,246.95,Standard,COD,4.0,5,Yes
ORD102544,2025-10-19,CUST01056,Consumer,West,Goa,Technology,Printers,Laser Printer,2,326.2,678.35,0.119,64.72,Standard,UPI,3.9,4,No
ORD101551,2024-04-18,CUST01554,Corporate,East,Odisha,Furniture,Chairs,Office Chair,6,709.87,3809.01,0.156,826.4,Standard,UPI,2.9,7,No
ORD102435,2025-12-20,CUST01367,Small Business,North,Punjab,Technology,Printers,Laser Printer,1,1458.2,1647.89,0.042,326.39,Express,Credit Card,3.7,2,No
ORD100364,2023-08-29,CUST01225,Consumer,West,Rajasthan,Technology,Phones,Smartphone C,9,613.59,5107.13,0.075,379.59,Standard,Net Banking,3.2,4,No
ORD102915,2023-02-10,CUST01379,Consumer,North,Delhi,Technology,Printers,Inkjet Printer,5,655.39,3077.79,0.061,450.43,Standard,UPI,3.4,7,No
ORD100183,2023-11-07,CUST01036,Consumer,West,Maharashtra,Office Supplies,Paper,Premium Paper,1,174.38,170.78,0.17,26.46,Standard,COD,4.0,5,No
ORD100986,2023-04-09,CUST01167,Consumer,East,West Bengal,Furniture,Tables,Study Table,2,532.35,892.98,0.209,125.74,Standard,Net Banking,4.8,7,No
ORD102021,2023-03-16,CUST01592,Consumer,West,Rajasthan,Technology,Accessories,Headset,3,683.64,1740.07,0.2,101.61,Standard,Net Banking,4.1,5,No
ORD101195,2023-07-03,CUST01434,Corporate,East,West Bengal,Technology,Phones,Smartphone C,3,2018.84,4666.58,0.229,622.4,Standard,Credit Card,2.9,7,No
ORD102904,2025-12-05,CUST01532,Consumer,West,Maharashtra,Office Supplies,Binders,Ring Binder,6,192.93,1345.39,0.015,438.21,Standard,UPI,3.1,7,No
ORD101703,2024-05-29,CUST01031,Consumer,North,Haryana,Technology,Accessories,USB Hub,2,181.32,318.76,0.171,24.73,Standard,Credit Card,3.2,7,No
ORD101122,2025-10-28,CUST01493,Consumer,West,Maharashtra,Technology,Printers,Inkjet Printer,3,381.07,1140.96,0.154,178.18,Express,Net Banking,3.8,3,No
ORD100188,2023-09-08,CUST01073,Consumer,North,Delhi,Office Supplies,Paper,Notebooks,3,192.84,468.54,0.19,104.23,Standard,Net Banking,3.8,4,No
ORD100620,2025-02-28,CUST01022,Consumer,East,Jharkhand,Technology,Laptops,Business Laptop,4,1106.26,3294.87,0.255,234.19,Express,Net Banking,4.3,3,No
ORD101707,2025-12-31,CUST01386,Consumer,South,Andhra Pradesh,Office Supplies,Paper,A4 Paper,6,60.9,410.75,0.047,118.81,Express,COD,4.9,1,No
ORD101176,2025-12-09,CUST01489,Consumer,East,Odisha,Technology,Laptops,Laptop Pro,2,906.61,1931.71,0.097,351.39,Standard,UPI,3.2,9,No
ORD101183,2025-06-15,CUST01500,Small Business,East,West Bengal,Furniture,Furnishings,Whiteboard,2,458.61,790.11,0.139,162.48,Standard,Credit Card,3.4,7,No
ORD102397,2023-04-10,CUST01109,Small Business,South,Tamil Nadu,Furniture,Furnishings,Desk Lamp,3,525.51,1565.34,0.063,314.03,Express,Credit Card,4.7,3,No
ORD102213,2023-12-05,CUST01044,Corporate,North,Uttar Pradesh,Technology,Phones,Smartphone A,3,754.82,2452.03,0.082,361.22,Standard,Credit Card,3.5,9,No
ORD100615,2025-12-16,CUST01034,Corporate,South,Andhra Pradesh,Furniture,Bookcases,Wooden Bookcase,9,603.84,5301.78,0.173,629.64,Express,Credit Card,4.5,2,No
ORD101514,2024-01-15,CUST01431,Consumer,North,Delhi,Technology,Phones,Smartphone A,4,336.89,1226.62,,160.25,Standard,Credit Card,4.1,4,No
ORD101467,2024-01-22,CUST01111,Consumer,East,Odisha,Technology,Printers,Inkjet Printer,1,584.92,554.75,0.052,59.89,Standard,Credit Card,3.2,4,No
ORD100402,2025-05-02,CUST01586,Corporate,North,Uttar Pradesh,Office Supplies,Binders,File Folder,6,42.36,227.11,0.157,37.14,Standard,UPI,4.2,6,No
ORD100995,2023-10-29,CUST01061,Consumer,East,Bihar,Office Supplies,Stationery,Pens,6,313.16,1638.77,0.261,236.92,Standard,Credit Card,3.9,4,No
ORD100935,2024-05-25,CUST01282,Consumer,North,Haryana,Office Supplies,Binders,File Folder,2,324.12,558.84,0.187,73.95,Standard,Credit Card,3.7,8,No
ORD100372,2025-04-08,CUST01492,Consumer,West,Maharashtra,Technology,Accessories,Headset,1,434.37,362.6,0.212,31.97,Standard,UPI,3.3,8,No
ORD101953,2023-12-02,CUST01130,Consumer,East,,Office Supplies,Binders,File Folder,2,127.99,224.63,0.256,26.96,Standard,Credit Card,4.2,5,No
ORD102178,2023-10-02,CUST01481,Consumer,South,Tamil Nadu,Technology,Printers,Laser Printer,3,309.14,855.27,0.218,2.89,Standard,net banking,4.1,7,No
ORD100594,2023-11-18,CUST01044,Consumer,East,Jharkhand,Furniture,Bookcases,Wooden Bookcase,5,508.11,2605.96,0.131,458.39,Standard,UPI,4.4,4,No
ORD101941,2025-11-07,CUST01441,Consumer,West,Maharashtra,Office Supplies,Binders,File Folder,1,517.19,596.52,0.023,171.6,Express,UPI,4.4,2,No
ORD100727,2024-05-24,CUST01173,Corporate,East,Odisha,Furniture,Chairs,Office Chair,8,429.94,2230.86,0.388,170.65,Standard,Credit Card,3.6,8,No
ORD100827,2024-01-23,CUST01080,Corporate,West,Rajasthan,Furniture,Bookcases,Metal Bookcase,8,305.53,2150.81,,501.87,Standard,Credit Card,3.8,3,No
ORD102868,2023-07-14,CUST01274,Consumer,South,Telangana,Technology,Printers,Laser Printer,2,291.08,459.76,0.21,38.57,Express,Net Banking,,1,Yes
ORD100688,2023-04-20,CUST01577,Corporate,South,Andhra Pradesh,Office Supplies,Stationery,Stapler,5,265.39,998.15,0.29,195.47,Express,COD,4.5,3,No
ORD102228,2025-04-30,CUST01527,Consumer,West,Gujarat,Furniture,Chairs,Office Chair,1,447.23,364.07,0.232,38.92,Standard,Credit Card,3.4,7,No
ORD100137,2024-08-23,CUST01073,Consumer,East,Odisha,Furniture,Furnishings,Desk Lamp,2,314.84,546.6,0.132,69.96,Express,Net Banking,4.4,4,No
ORD102463,2024-05-29,CUST01432,Consumer,West,Goa,Technology,Accessories,USB Hub,6,699.86,3117.2,0.3,170.31,Standard,UPI,3.2,7,No
ORD100629,2023-01-18,CUST01573,Corporate,North,Punjab,Office Supplies,Binders,Document Folder,1,59.38,47.65,0.198,5.74,Standard,UPI,3.4,8,No
ORD100335,2025-01-09,CUST01031,Corporate,West,Goa,Office Supplies,Binders,Document Folder,4,93.46,305.79,0.182,60.42,Standard,Credit Card,3.2,5,No
ORD100391,2024-05-02,CUST01547,Consumer,South,Telangana,Furniture,Tables,Work Desk,1,1127.55,934.66,0.218,116.31,Standard,Net Banking,3.1,8,No
ORD102322,2025-01-06,CUST01371,Corporate,South,Telangana,Furniture,Bookcases,Wooden Bookcase,4,312.07,1078.93,0.136,179.42,Standard,Credit Card,3.5,7,No
ORD101110,2025-06-05,CUST01490,Consumer,East,Jharkhand,Furniture,Furnishings,Desk Lamp,1,377.11,342.31,0.092,69.32,Standard,COD,4.0,5,No
ORD101765,2024-01-12,CUST01312,Small Business,West,Goa,Technology,Phones,Smartphone B,1,225.68,188.38,0.165,21.48,Standard,UPI,4.7,7,Yes
ORD102713,2023-07-09,CUST01103,Consumer,West,Gujarat,Technology,Accessories,USB Hub,1,981.75,891.97,0.091,65.42,Express,UPI,4.5,1,No
ORD100711,2024-07-01,CUST01015,Consumer,South,,Furniture,Tables,Study Table,1,622.85,570.32,0.084,131.42,Express,Credit Card,4.2,3,No
ORD101040,2024-02-27,CUST01199,Consumer,South,Andhra Pradesh,Office Supplies,Paper,A4 Paper,3,119.75,303.61,0.155,47.89,Standard,UPI,3.9,4,No
ORD101914,2024-08-30,CUST01397,Consumer,West,Maharashtra,Technology,Phones,Smartphone A,2,438.96,679.05,0.227,21.74,Standard,UPI,4.1,5,Yes
ORD101879,2024-10-14,CUST01540,Consumer,West,Rajasthan,Office Supplies,Storage,Storage Box,3,244.22,518.93,0.4,59.08,Standard,Credit Card,4.1,7,No
ORD102609,2024-07-14,CUST01445,Consumer,West,Rajasthan,Office Supplies,Paper,Notebooks,1,90.92,81.16,0.107,21.73,Standard,UPI,4.2,7,No
ORD101562,2023-01-27,CUST01207,Consumer,West,Goa,Office Supplies,Storage,Storage Box,6,128.28,623.86,0.189,104.78,Standard,UPI,3.7,3,No
ORD102772,2025-01-20,CUST01483,Small Business,South,,Technology,Accessories,USB Hub,5,671.24,3041.1,0.094,391.53,Standard,UPI,4.9,6,No
ORD101595,2024-09-12,CUST01457,Corporate,East,Bihar,Furniture,Tables,Conference Table,3,1389.3,3846.44,0.077,877.91,Standard,UPI,4.0,7,No
ORD102534,2025-05-08,CUST01534,Consumer,North,Delhi,Furniture,Bookcases,Metal Bookcase,3,253.39,656.57,0.185,102.58,Standard,COD,4.0,9,No
ORD101113,2023-12-12,CUST01472,Consumer,West,Goa,Office Supplies,Binders,Ring Binder,8,165.43,1467.57,0.06,264.48,Standard,Credit Card,4.0,4,No
ORD100466,2024-07-13,CUST01460,Consumer,South,Telangana,Technology,Laptops,Laptop Air,4,1075.54,3669.52,0.147,67.46,Standard,Net Banking,3.5,7,No
ORD101561,2024-01-07,CUST01561,Consumer,West,Gujarat,Technology,Phones,Smartphone C,2,535.38,593.99,0.445,-26.07,Same Day,UPI,4.4,1,No
ORD101224,2023-06-15,CUST01293,Corporate,North,Uttar Pradesh,Technology,Accessories,Headset,1,1169.94,1073.66,0.082,184.99,Standard,Net Banking,3.6,4,No
ORD101984,2024-10-13,CUST01272,Consumer,East,,Furniture,Furnishings,Curtains,10,823.1,8447.53,0.13,1466.73,Same Day,Net Banking,4.5,2,No
ORD102982,2024-02-23,CUST01189,Consumer,North,Uttar Pradesh,Technology,Accessories,Headset,3,725.6,1941.23,0.108,229.91,Express,Credit Card,5.0,1,No
ORD102361,2025-04-30,CUST01031,Consumer,West,Gujarat,Technology,Phones,Smartphone C,1,516.49,452.57,0.173,37.92,Express,Net Banking,4.5,1,No
ORD101509,2024-07-21,CUST01229,Small Business,North,Haryana,Technology,Accessories,Keyboard,8,1062.03,7008.81,0.175,1274.01,Express,COD,4.1,3,Yes
ORD101105,2025-01-30,CUST01225,Consumer,South,Andhra Pradesh,Office Supplies,Binders,Ring Binder,1,82.01,45.89,0.44,4.35,Express,Credit Card,5.0,1,No
